  File "Experiments.py", line 15
    %matplotlib inline
    ^
SyntaxError: invalid syntax
Using cache found in /cis/home/zwang/.cache/torch/hub/pytorch_vision_v0.6.0
epoch=0/60, train loss = 0.170, train_accuracy = 0.820
85000 / 95014 [0.07821468 0.00901438 0.91277087]
86000 / 95014 [0.938287   0.00142668 0.06028633]
87000 / 95014 [3.4449284e-04 9.9493754e-01 4.7179484e-03]
88000 / 95014 [0.01672453 0.00134061 0.9819348 ]
89000 / 95014 [0.17684415 0.0042277  0.8189282 ]
90000 / 95014 [2.4648808e-01 4.1680326e-04 7.5309509e-01]
91000 / 95014 [0.592171   0.02196733 0.38586164]
92000 / 95014 [0.2524917  0.0183584  0.72914994]
93000 / 95014 [0.05514339 0.04570816 0.8991485 ]
94000 / 95014 [0.94140685 0.01885599 0.03973726]
95000 / 95014 [0.9324478  0.04021919 0.02733304]
0 / 66824 [0.06067464 0.01805287 0.9212725 ]
1000 / 66824 [0.03231863 0.00118751 0.96649384]
2000 / 66824 [0.05098227 0.00531039 0.94370735]
3000 / 66824 [0.5088455  0.04584699 0.4453075 ]
4000 / 66824 [0.01725042 0.00389758 0.97885203]
5000 / 66824 [0.00723416 0.00203114 0.9907347 ]
6000 / 66824 [0.23634483 0.12942564 0.63422954]
7000 / 66824 [0.06158733 0.00608074 0.9323319 ]
8000 / 66824 [0.0268549  0.06811121 0.9050339 ]
9000 / 66824 [0.53358245 0.02785322 0.4385643 ]
10000 / 66824 [0.43494156 0.546361   0.01869742]
11000 / 66824 [0.38153437 0.06010766 0.55835795]
12000 / 66824 [0.06061076 0.00474867 0.93464065]
13000 / 66824 [0.02867616 0.09133916 0.8799847 ]
14000 / 66824 [0.03055126 0.95672446 0.01272423]
15000 / 66824 [0.02959163 0.8258719  0.14453645]
16000 / 66824 [0.07370077 0.00101037 0.9252889 ]
17000 / 66824 [0.36989522 0.60608906 0.0240157 ]
18000 / 66824 [0.07858579 0.02415472 0.8972595 ]
19000 / 66824 [0.09955456 0.00990338 0.8905421 ]
20000 / 66824 [0.994601   0.00371331 0.00168563]
21000 / 66824 [0.42542714 0.06114099 0.5134319 ]
22000 / 66824 [0.07754921 0.01482109 0.9076297 ]
23000 / 66824 [0.10809634 0.00451359 0.88739014]
24000 / 66824 [0.09580167 0.56455755 0.3396408 ]
25000 / 66824 [0.03852002 0.00923613 0.9522438 ]
26000 / 66824 [0.57591194 0.3959299  0.02815822]
27000 / 66824 [0.02110168 0.06489898 0.91399944]
28000 / 66824 [0.01574953 0.00482793 0.9794226 ]
29000 / 66824 [0.02361835 0.5531827  0.4231989 ]
30000 / 66824 [0.15172662 0.1556545  0.6926189 ]
31000 / 66824 [0.01991072 0.02555437 0.9545349 ]
32000 / 66824 [0.34072348 0.15092354 0.508353  ]
33000 / 66824 [0.26994154 0.02850511 0.7015534 ]
34000 / 66824 [6.8589979e-01 3.1373262e-01 3.6758502e-04]
35000 / 66824 [0.01770916 0.9768697  0.00542107]
36000 / 66824 [0.06533121 0.5797662  0.3549026 ]
37000 / 66824 [0.14561114 0.372094   0.4822949 ]
38000 / 66824 [5.779323e-03 9.091726e-05 9.941298e-01]
39000 / 66824 [0.21624361 0.32176673 0.46198967]
40000 / 66824 [0.06044222 0.17190188 0.7676559 ]
41000 / 66824 [0.21621177 0.52640116 0.25738704]
42000 / 66824 [0.22325262 0.09467881 0.6820686 ]
43000 / 66824 [0.11333355 0.17102984 0.71563655]
44000 / 66824 [0.9727103  0.01620266 0.01108697]
45000 / 66824 [0.13588747 0.18236296 0.6817495 ]
46000 / 66824 [0.88764805 0.08124112 0.03111079]
47000 / 66824 [0.15326066 0.02803401 0.81870526]
48000 / 66824 [0.9204331  0.02222222 0.05734469]
49000 / 66824 [0.50890225 0.17375168 0.3173461 ]
50000 / 66824 [0.9228858  0.01774587 0.05936836]
51000 / 66824 [0.9473805  0.02807014 0.02454941]
52000 / 66824 [0.59038866 0.18005079 0.22956055]
53000 / 66824 [0.6861995  0.14273085 0.17106967]
54000 / 66824 [0.6624771  0.08647017 0.25105274]
55000 / 66824 [0.7957796  0.14833917 0.05588122]
56000 / 66824 [0.46755475 0.00451558 0.5279296 ]
57000 / 66824 [0.25105017 0.7341005  0.01484925]
58000 / 66824 [8.7226748e-01 6.0220750e-04 1.2713036e-01]
59000 / 66824 [0.02800959 0.90331864 0.06867176]
60000 / 66824 [0.4932018  0.3466183  0.16017988]
61000 / 66824 [0.00715593 0.00778441 0.9850596 ]
62000 / 66824 [0.5474022  0.24726844 0.2053294 ]
63000 / 66824 [0.0421976  0.0038339  0.95396847]
64000 / 66824 [0.01619056 0.01158612 0.9722233 ]
65000 / 66824 [0.00531049 0.012106   0.98258346]
66000 / 66824 [0.00988298 0.00227841 0.9878386 ]
0 / 93071 [0.9735174  0.00958975 0.01689284]
1000 / 93071 [0.80847335 0.16524161 0.02628504]
2000 / 93071 [0.97935736 0.00511532 0.01552727]
3000 / 93071 [0.97926795 0.0040832  0.01664895]
4000 / 93071 [0.9944028  0.003323   0.00227427]
5000 / 93071 [9.9741411e-01 4.9827271e-04 2.0875197e-03]
6000 / 93071 [0.9816958  0.01221018 0.00609408]
7000 / 93071 [0.14843504 0.20658119 0.6449837 ]
8000 / 93071 [0.9689883  0.00166471 0.02934698]
9000 / 93071 [9.9334985e-01 9.0537686e-04 5.7447325e-03]
10000 / 93071 [0.93718743 0.00767915 0.05513347]
11000 / 93071 [0.9070095 0.0020789 0.0909116]
12000 / 93071 [0.9305372  0.00529412 0.0641687 ]
13000 / 93071 [0.9584403  0.03940698 0.0021527 ]
14000 / 93071 [0.96866524 0.00245072 0.02888405]
15000 / 93071 [0.91214913 0.00777663 0.08007425]
16000 / 93071 [0.5115523  0.05736382 0.43108395]
17000 / 93071 [9.9805993e-01 1.6950463e-03 2.4492529e-04]
18000 / 93071 [0.91469145 0.03645289 0.04885566]
19000 / 93071 [9.7843862e-01 6.2582298e-04 2.0935595e-02]
20000 / 93071 [0.9958627  0.00255512 0.00158211]
21000 / 93071 [0.7599955  0.10345469 0.13654979]
22000 / 93071 [0.9924038  0.00607678 0.00151943]
23000 / 93071 [0.9636283  0.00153292 0.03483888]
24000 / 93071 [0.84236765 0.02887606 0.12875631]
25000 / 93071 [0.664538   0.08507631 0.2503856 ]
26000 / 93071 [0.712238   0.00942645 0.27833557]
27000 / 93071 [0.79165024 0.07997274 0.128377  ]
28000 / 93071 [0.77262276 0.01565711 0.21172015]
29000 / 93071 [0.84142816 0.14536138 0.01321048]
30000 / 93071 [0.9957411  0.0027158  0.00154314]
31000 / 93071 [0.9895264  0.00352298 0.00695056]
32000 / 93071 [0.9639378  0.01212977 0.02393233]
33000 / 93071 [0.9254043  0.01179103 0.06280473]
34000 / 93071 [0.95180124 0.0206372  0.02756156]
35000 / 93071 [0.9952603  0.00102873 0.00371093]
36000 / 93071 [0.96910703 0.0152548  0.0156381 ]
37000 / 93071 [9.9782455e-01 8.3817117e-04 1.3373105e-03]
38000 / 93071 [0.98154837 0.00432872 0.01412284]
39000 / 93071 [0.93628675 0.00843588 0.05527731]
40000 / 93071 [0.8651759  0.0111508  0.12367336]
41000 / 93071 [0.78188235 0.03144943 0.18666813]
42000 / 93071 [2.6971244e-03 9.9678290e-01 5.1995990e-04]
43000 / 93071 [0.49453193 0.5022333  0.00323473]
44000 / 93071 [0.07150494 0.8975933  0.03090174]
45000 / 93071 [0.5005499  0.02488302 0.47456712]
46000 / 93071 [0.00354221 0.9949083  0.00154946]
47000 / 93071 [0.24518134 0.00873833 0.74608034]
48000 / 93071 [5.3433204e-01 4.6558291e-01 8.5118678e-05]
49000 / 93071 [0.93960106 0.03649431 0.02390472]
50000 / 93071 [0.8549072  0.14393067 0.00116214]
51000 / 93071 [9.7324353e-01 2.5988879e-02 7.6759502e-04]
52000 / 93071 [0.86047304 0.08089106 0.05863592]
53000 / 93071 [0.79980814 0.18540509 0.01478669]
54000 / 93071 [0.00454785 0.01286828 0.98258394]
55000 / 93071 [1.3390342e-02 5.4078945e-04 9.8606884e-01]
56000 / 93071 [9.9730009e-01 2.1917324e-03 5.0820864e-04]
57000 / 93071 [0.40886226 0.5684645  0.02267327]
58000 / 93071 [2.9581143e-02 9.6975166e-01 6.6721276e-04]
59000 / 93071 [0.09606538 0.76612574 0.13780892]
60000 / 93071 [0.6688523  0.12038036 0.21076733]
61000 / 93071 [0.14592902 0.13138242 0.7226886 ]
62000 / 93071 [0.76394236 0.16137965 0.07467793]
63000 / 93071 [0.21416369 0.7131151  0.07272124]
64000 / 93071 [9.9616230e-01 9.2729786e-04 2.9103532e-03]
65000 / 93071 [0.95798707 0.03777062 0.00424233]
66000 / 93071 [0.6770865  0.22501512 0.09789844]
67000 / 93071 [0.89098704 0.09022707 0.01878596]
68000 / 93071 [0.2819669  0.27740163 0.44063148]
69000 / 93071 [0.9945333  0.00217253 0.00329418]
70000 / 93071 [0.18972297 0.75846535 0.05181166]
71000 / 93071 [9.9789906e-01 1.4212528e-03 6.7967322e-04]
72000 / 93071 [4.4912545e-07 9.9999940e-01 1.6201902e-07]
73000 / 93071 [9.8128927e-01 1.8464986e-02 2.4579966e-04]
74000 / 93071 [0.24648651 0.6824439  0.07106955]
75000 / 93071 [4.2779827e-03 9.9570727e-01 1.4678224e-05]
76000 / 93071 [0.19039398 0.7121595  0.09744645]
77000 / 93071 [9.8726463e-01 1.2605943e-02 1.2946197e-04]
78000 / 93071 [0.94211245 0.03924973 0.01863787]
79000 / 93071 [0.5308019  0.09950764 0.36969045]
80000 / 93071 [0.39228204 0.20800608 0.3997119 ]
81000 / 93071 [0.9711061  0.01668217 0.01221165]
82000 / 93071 [0.6776419  0.320171   0.00218711]
83000 / 93071 [0.77487355 0.18717723 0.03794922]
84000 / 93071 [9.7212404e-01 2.7263358e-02 6.1258371e-04]
85000 / 93071 [0.5031222  0.02231161 0.4745662 ]
86000 / 93071 [0.8212405  0.04392379 0.1348357 ]
87000 / 93071 [0.27389863 0.31090093 0.4152004 ]
88000 / 93071 [0.9623957  0.02213808 0.01546615]
89000 / 93071 [0.5037182  0.21846633 0.27781546]
90000 / 93071 [9.1318780e-01 8.6392842e-02 4.1935226e-04]
91000 / 93071 [0.07190081 0.28438884 0.6437104 ]
92000 / 93071 [0.00800418 0.9869702  0.0050256 ]
93000 / 93071 [0.9737282  0.02421429 0.00205753]
0 / 77923 [0.17323877 0.20283592 0.6239254 ]
1000 / 77923 [0.00887586 0.98753834 0.00358577]
2000 / 77923 [0.03061342 0.13775533 0.8316312 ]
3000 / 77923 [0.0090617  0.93566424 0.05527401]
4000 / 77923 [0.9574257  0.03294544 0.00962886]
5000 / 77923 [0.03465816 0.9238418  0.04150003]
6000 / 77923 [0.0155117  0.3252644  0.65922385]
7000 / 77923 [4.0648719e-03 9.9584961e-01 8.5451924e-05]
8000 / 77923 [0.00986406 0.7597794  0.23035657]
9000 / 77923 [6.5783667e-04 9.9709845e-01 2.2437836e-03]
10000 / 77923 [0.5540153  0.438475   0.00750972]
11000 / 77923 [0.30349788 0.00668789 0.6898142 ]
12000 / 77923 [0.88388604 0.03629665 0.07981735]
13000 / 77923 [0.01999931 0.29196712 0.6880335 ]
14000 / 77923 [1.2975671e-04 9.9965167e-01 2.1851396e-04]
15000 / 77923 [0.03228417 0.9455923  0.02212354]
16000 / 77923 [2.3303040e-04 9.9802220e-01 1.7447729e-03]
17000 / 77923 [0.30052787 0.6583974  0.04107476]
18000 / 77923 [0.9933409  0.00513166 0.00152742]
19000 / 77923 [0.7093838  0.28332132 0.00729496]
20000 / 77923 [8.6933147e-04 9.8949814e-01 9.6325250e-03]
21000 / 77923 [3.861426e-04 9.994553e-01 1.586341e-04]
22000 / 77923 [0.7536976  0.00462848 0.24167395]
23000 / 77923 [0.0403753  0.06532232 0.89430237]
24000 / 77923 [0.05335125 0.03750795 0.9091408 ]
25000 / 77923 [0.8833442  0.0021573  0.11449853]
26000 / 77923 [0.02524951 0.00795753 0.96679306]
27000 / 77923 [0.00323341 0.9652523  0.03151433]
28000 / 77923 [0.88830256 0.00814684 0.10355061]
29000 / 77923 [0.17961936 0.00166376 0.8187168 ]
30000 / 77923 [0.8174959 0.0084013 0.1741028]
31000 / 77923 [0.21505648 0.03313015 0.75181335]
32000 / 77923 [0.03024043 0.7718984  0.19786118]
33000 / 77923 [0.02038433 0.9439098  0.03570577]
34000 / 77923 [0.79042596 0.08481371 0.12476038]
35000 / 77923 [0.04065473 0.8613258  0.09801944]
36000 / 77923 [0.0081831  0.00175068 0.9900662 ]
37000 / 77923 [0.01033519 0.9872645  0.00240031]
38000 / 77923 [0.9572295  0.03713576 0.00563477]
39000 / 77923 [0.89047533 0.07136647 0.03815819]
40000 / 77923 [0.0190315  0.00443501 0.9765335 ]
41000 / 77923 [0.0340536  0.94993436 0.01601211]
42000 / 77923 [0.40202275 0.04953964 0.54843754]
43000 / 77923 [0.6529013  0.18868706 0.15841167]
44000 / 77923 [0.12459463 0.00350942 0.8718959 ]
45000 / 77923 [0.17274989 0.5862382  0.24101186]
46000 / 77923 [0.13851643 0.00715011 0.85433346]
47000 / 77923 [7.4661089e-06 9.9998009e-01 1.2453089e-05]
48000 / 77923 [0.01736273 0.00389978 0.9787376 ]
49000 / 77923 [5.8602734e-04 9.9676490e-01 2.6490495e-03]
50000 / 77923 [0.01069806 0.00119568 0.98810625]
51000 / 77923 [0.8785364  0.00206975 0.11939387]
52000 / 77923 [0.09310688 0.00580766 0.90108544]
53000 / 77923 [0.05095725 0.00137981 0.94766295]
54000 / 77923 [0.646753   0.10480979 0.24843717]
55000 / 77923 [3.9184149e-03 2.6947225e-04 9.9581212e-01]
56000 / 77923 [0.02433934 0.03152978 0.9441309 ]
57000 / 77923 [2.9858357e-01 6.6712324e-04 7.0074928e-01]
58000 / 77923 [0.03773201 0.8390347  0.12323339]
59000 / 77923 [1.8794063e-03 9.9730217e-01 8.1834506e-04]
60000 / 77923 [0.00841794 0.0013129  0.99026906]
61000 / 77923 [0.12436457 0.00538485 0.8702506 ]
62000 / 77923 [0.28118533 0.48123315 0.23758145]
63000 / 77923 [0.18943837 0.02610041 0.78446126]
64000 / 77923 [0.0023315  0.995301   0.00236749]
65000 / 77923 [0.0447064  0.71859306 0.23670052]
66000 / 77923 [0.76943934 0.05480428 0.17575638]
67000 / 77923 [0.0522246  0.48668557 0.46108985]
68000 / 77923 [8.6792876e-05 9.9920768e-01 7.0550229e-04]
69000 / 77923 [0.1606483  0.5764992  0.26285246]
70000 / 77923 [0.18930043 0.13447376 0.6762258 ]
71000 / 77923 [0.09868989 0.6656481  0.23566201]
72000 / 77923 [0.95313156 0.0202755  0.02659296]
73000 / 77923 [0.00278367 0.98159057 0.01562576]
74000 / 77923 [0.0166056  0.957394   0.02600031]
75000 / 77923 [1.4516857e-03 9.9854159e-01 6.7055107e-06]
76000 / 77923 [1.2664039e-04 9.9964738e-01 2.2594527e-04]
77000 / 77923 [0.00226958 0.9896994  0.008031  ]
0 / 96197 [9.7789598e-01 2.1161387e-02 9.4262196e-04]
1000 / 96197 [0.7154444  0.02140451 0.26315108]
2000 / 96197 [0.995344   0.00333889 0.00131707]
3000 / 96197 [9.9739647e-01 6.6230475e-04 1.9413207e-03]
4000 / 96197 [0.0182157  0.93877035 0.04301392]
5000 / 96197 [0.9699836  0.01287839 0.01713803]
6000 / 96197 [0.8024885  0.1759342  0.02157735]
7000 / 96197 [0.09222227 0.8975219  0.0102558 ]
8000 / 96197 [0.27374077 0.0296756  0.6965836 ]
9000 / 96197 [0.3421603  0.01742134 0.64041835]
10000 / 96197 [0.70885426 0.03256054 0.25858518]
11000 / 96197 [0.75110257 0.24118549 0.00771191]
12000 / 96197 [7.3291785e-01 2.6692885e-01 1.5336915e-04]
13000 / 96197 [0.99456644 0.00441515 0.0010185 ]
14000 / 96197 [9.9126750e-01 8.6906124e-03 4.1914896e-05]
15000 / 96197 [9.1605860e-01 8.3141439e-02 7.9990434e-04]
16000 / 96197 [0.36931235 0.46685523 0.16383241]
17000 / 96197 [0.9638792  0.03252586 0.00359503]
18000 / 96197 [0.31603506 0.06051546 0.62344944]
19000 / 96197 [0.9362408  0.00953973 0.05421943]
20000 / 96197 [0.99134517 0.00213916 0.00651575]
21000 / 96197 [0.53729767 0.00298268 0.4597197 ]
22000 / 96197 [0.8122776  0.00162352 0.18609881]
23000 / 96197 [0.36743298 0.00281257 0.6297544 ]
24000 / 96197 [0.8445025  0.13665889 0.01883866]
25000 / 96197 [1.3654849e-04 9.9981469e-01 4.8750866e-05]
26000 / 96197 [2.4343333e-04 9.9739110e-01 2.3654206e-03]
27000 / 96197 [9.2665283e-07 9.9999869e-01 3.3668536e-07]
28000 / 96197 [0.03497628 0.01948953 0.94553417]
29000 / 96197 [2.8855258e-04 9.9805129e-01 1.6601334e-03]
30000 / 96197 [0.00376745 0.98336697 0.01286555]
31000 / 96197 [0.56305224 0.23961265 0.19733514]
32000 / 96197 [0.00738304 0.15877566 0.83384126]
33000 / 96197 [0.00475149 0.9495869  0.04566161]
34000 / 96197 [0.01506276 0.00220216 0.9827351 ]
35000 / 96197 [0.95593905 0.03728303 0.00677794]
36000 / 96197 [5.3056428e-06 9.9996901e-01 2.5651852e-05]
37000 / 96197 [0.00469226 0.9730155  0.02229219]
38000 / 96197 [0.05985082 0.01016473 0.9299845 ]
39000 / 96197 [0.6943011  0.01130644 0.2943925 ]
40000 / 96197 [0.01998138 0.04394288 0.9360758 ]
41000 / 96197 [0.00785718 0.8435306  0.14861222]
42000 / 96197 [0.2379867  0.00840662 0.7536067 ]
43000 / 96197 [7.0896903e-03 9.9244529e-01 4.6505456e-04]
44000 / 96197 [0.00836791 0.00127705 0.990355  ]
45000 / 96197 [0.03634313 0.02168956 0.9419673 ]
46000 / 96197 [2.9951212e-04 9.9426395e-01 5.4365629e-03]
47000 / 96197 [3.1030193e-01 6.8906730e-01 6.3076610e-04]
48000 / 96197 [0.03073287 0.2527144  0.71655273]
49000 / 96197 [0.07718751 0.00386211 0.9189504 ]
50000 / 96197 [1.4190704e-03 9.9841750e-01 1.6344019e-04]
51000 / 96197 [0.01113846 0.07849067 0.9103709 ]
52000 / 96197 [5.3120852e-06 9.9996650e-01 2.8223643e-05]
53000 / 96197 [0.40815428 0.0739996  0.5178461 ]
54000 / 96197 [0.9487181  0.012214   0.03906789]
55000 / 96197 [0.00941492 0.00382614 0.9867589 ]
56000 / 96197 [0.09946929 0.10721734 0.79331344]
57000 / 96197 [1.4543184e-05 9.9995947e-01 2.5951160e-05]
58000 / 96197 [0.05221793 0.06566485 0.8821173 ]
59000 / 96197 [0.98242605 0.00385784 0.01371613]
60000 / 96197 [0.14619264 0.19443683 0.65937054]
61000 / 96197 [0.01578707 0.00861975 0.9755931 ]
62000 / 96197 [2.5572064e-05 9.9994743e-01 2.7024322e-05]
63000 / 96197 [0.08407537 0.1240033  0.7919213 ]
64000 / 96197 [7.9403917e-04 9.9854326e-01 6.6277100e-04]
65000 / 96197 [6.3155330e-04 9.7558618e-01 2.3782268e-02]
66000 / 96197 [0.00381227 0.01385752 0.9823302 ]
67000 / 96197 [0.10380425 0.2834875  0.6127082 ]
68000 / 96197 [0.02781451 0.10172025 0.8704653 ]
69000 / 96197 [0.9501545  0.01887953 0.03096604]
70000 / 96197 [0.00410131 0.00186701 0.9940316 ]
71000 / 96197 [0.00710716 0.02538967 0.96750313]
72000 / 96197 [0.0459507  0.51660186 0.43744746]
73000 / 96197 [9.987665e-06 9.999509e-01 3.910322e-05]
74000 / 96197 [0.04897906 0.75228155 0.1987394 ]
75000 / 96197 [0.96293277 0.00770687 0.02936028]
76000 / 96197 [0.01744125 0.21202849 0.77053034]
77000 / 96197 [0.02263879 0.8984492  0.07891198]
78000 / 96197 [0.0473462  0.13496837 0.8176854 ]
79000 / 96197 [0.0992593  0.00736302 0.89337766]
80000 / 96197 [0.06230345 0.12015668 0.8175399 ]
81000 / 96197 [0.00502609 0.0236931  0.97128075]
82000 / 96197 [0.03752567 0.00869832 0.953776  ]
83000 / 96197 [0.06303329 0.15225412 0.7847127 ]
84000 / 96197 [0.29837793 0.10339186 0.5982301 ]
85000 / 96197 [5.4349968e-08 9.9999952e-01 4.0820635e-07]
86000 / 96197 [8.7734130e-05 9.9976665e-01 1.4561367e-04]
87000 / 96197 [0.11781401 0.7456322  0.13655385]
88000 / 96197 [0.8498123  0.02693575 0.12325192]
89000 / 96197 [0.86023897 0.0328088  0.10695235]
90000 / 96197 [0.00378913 0.987056   0.00915481]
91000 / 96197 [0.7138106  0.02879915 0.25739023]
92000 / 96197 [0.7706406  0.13592835 0.09343103]
93000 / 96197 [0.03623362 0.63725966 0.3265068 ]
94000 / 96197 [0.77320415 0.19802247 0.02877344]
95000 / 96197 [7.5540983e-04 9.9809676e-01 1.1477892e-03]
96000 / 96197 [2.0901283e-05 9.9980897e-01 1.7021112e-04]
0 / 105442 [0.20295896 0.00293478 0.79410625]
1000 / 105442 [0.9817421  0.003168   0.01508999]
2000 / 105442 [0.45157367 0.04797831 0.500448  ]
3000 / 105442 [0.04944088 0.885839   0.06472017]
4000 / 105442 [0.48293978 0.2154912  0.30156896]
5000 / 105442 [9.6106315e-01 2.4152573e-04 3.8695384e-02]
6000 / 105442 [0.00387432 0.05135556 0.9447701 ]
7000 / 105442 [0.00223264 0.97867525 0.01909212]
8000 / 105442 [0.05029472 0.05663886 0.89306647]
9000 / 105442 [0.07900867 0.58323187 0.33775944]
10000 / 105442 [0.00279931 0.9809863  0.01621444]
11000 / 105442 [0.39475596 0.05053573 0.55470836]
12000 / 105442 [0.01854802 0.97475106 0.00670098]
13000 / 105442 [6.9067214e-04 9.9093759e-01 8.3717164e-03]
14000 / 105442 [0.00628061 0.9151531  0.07856636]
15000 / 105442 [0.01397491 0.96567345 0.02035172]
16000 / 105442 [0.2646332  0.0659738  0.66939294]
17000 / 105442 [0.32988432 0.1342668  0.53584886]
18000 / 105442 [0.06814852 0.00755676 0.92429465]
19000 / 105442 [0.00400595 0.9695357  0.02645833]
20000 / 105442 [0.9795634  0.01850353 0.00193305]
21000 / 105442 [0.3412202  0.30413243 0.3546474 ]
22000 / 105442 [9.8951894e-01 2.2900657e-04 1.0252103e-02]
23000 / 105442 [0.01517994 0.01440041 0.97041965]
24000 / 105442 [0.8141818  0.07405274 0.11176544]
25000 / 105442 [0.00555256 0.96995634 0.02449115]
26000 / 105442 [0.00915287 0.9758138  0.01503329]
27000 / 105442 [0.02578454 0.09680925 0.87740624]
28000 / 105442 [0.5655772  0.04659151 0.38783127]
29000 / 105442 [0.00428889 0.00423688 0.9914743 ]
30000 / 105442 [1.1337156e-02 7.8265881e-04 9.8788017e-01]
31000 / 105442 [0.10627922 0.18061484 0.7131059 ]
32000 / 105442 [0.9572364  0.00405009 0.03871354]
33000 / 105442 [0.01195673 0.00981832 0.978225  ]
34000 / 105442 [0.11458924 0.23961087 0.6457999 ]
35000 / 105442 [7.0698390e-04 9.9629921e-01 2.9938726e-03]
36000 / 105442 [0.00166206 0.0023274  0.99601054]
37000 / 105442 [0.65224427 0.01834814 0.3294076 ]
38000 / 105442 [0.8715826  0.10937718 0.01904018]
39000 / 105442 [0.69132763 0.03903838 0.269634  ]
40000 / 105442 [0.6620016  0.05151788 0.28648052]
41000 / 105442 [0.07022233 0.2978959  0.6318818 ]
42000 / 105442 [0.9202079  0.06752503 0.01226704]
43000 / 105442 [0.06196301 0.40120256 0.5368344 ]
44000 / 105442 [0.06607836 0.13992564 0.79399604]
45000 / 105442 [0.14427553 0.13929357 0.71643084]
46000 / 105442 [0.97429806 0.00873115 0.01697081]
47000 / 105442 [0.05393104 0.9334638  0.0126052 ]
48000 / 105442 [0.10183441 0.85452217 0.04364347]
49000 / 105442 [0.0800251  0.00096075 0.9190141 ]
50000 / 105442 [9.5109979e-05 9.9974293e-01 1.6199565e-04]
51000 / 105442 [1.0425949e-03 1.7009200e-04 9.9878722e-01]
52000 / 105442 [0.15506566 0.10336168 0.7415726 ]
53000 / 105442 [0.17999087 0.07432587 0.74568325]
54000 / 105442 [7.9953196e-03 3.3829978e-04 9.9166638e-01]
55000 / 105442 [0.22506356 0.5700208  0.20491561]
56000 / 105442 [0.2968087  0.09679234 0.60639894]
57000 / 105442 [0.10072993 0.00919018 0.8900799 ]
58000 / 105442 [0.00215728 0.9804074  0.01743531]
59000 / 105442 [0.01232513 0.0048913  0.98278356]
60000 / 105442 [0.29421943 0.01916852 0.68661207]
61000 / 105442 [0.13576804 0.62935555 0.2348764 ]
62000 / 105442 [0.00641832 0.00638175 0.9871999 ]
63000 / 105442 [0.06249603 0.01361068 0.9238933 ]
64000 / 105442 [0.02621176 0.00151902 0.9722692 ]
65000 / 105442 [0.82407486 0.16809559 0.00782961]
66000 / 105442 [0.9258311  0.01339647 0.06077248]
67000 / 105442 [7.7817112e-02 2.2432463e-04 9.2195857e-01]
68000 / 105442 [0.03304691 0.00217565 0.96477747]
69000 / 105442 [2.4366080e-04 9.9944621e-01 3.1014072e-04]
70000 / 105442 [0.8140713  0.106622   0.07930666]
71000 / 105442 [1.7242648e-03 4.6804000e-04 9.9780768e-01]
72000 / 105442 [0.00180063 0.99291384 0.00528545]
73000 / 105442 [0.02372641 0.02709395 0.9491797 ]
74000 / 105442 [0.0108933  0.00618494 0.98292184]
75000 / 105442 [0.10371768 0.09185077 0.80443144]
76000 / 105442 [0.01088034 0.04061169 0.94850796]
77000 / 105442 [0.01711551 0.00198167 0.9809028 ]
78000 / 105442 [0.04146307 0.05637216 0.9021647 ]
79000 / 105442 [8.134054e-03 2.461469e-04 9.916198e-01]
80000 / 105442 [5.3750881e-04 9.9752825e-01 1.9342577e-03]
81000 / 105442 [0.0468767  0.16297227 0.790151  ]
82000 / 105442 [3.2650465e-03 6.2427815e-04 9.9611074e-01]
83000 / 105442 [0.0017128  0.9951989  0.00308832]
84000 / 105442 [0.01392791 0.0073063  0.9787659 ]
85000 / 105442 [0.07670754 0.01567295 0.90761954]
86000 / 105442 [0.03720522 0.02200209 0.9407927 ]
87000 / 105442 [0.02981073 0.16713814 0.8030511 ]
88000 / 105442 [0.3361406  0.07134575 0.5925137 ]
89000 / 105442 [0.03494113 0.00300597 0.96205294]
90000 / 105442 [0.00394481 0.0113936  0.98466164]
91000 / 105442 [0.02450482 0.03399939 0.9414958 ]
92000 / 105442 [0.01668849 0.07953266 0.9037788 ]
93000 / 105442 [3.8872131e-03 5.9937814e-04 9.9551338e-01]
94000 / 105442 [0.01923291 0.00528061 0.97548646]
95000 / 105442 [0.00376935 0.00316653 0.9930642 ]
96000 / 105442 [0.03660758 0.00169069 0.96170175]
97000 / 105442 [3.8656439e-03 3.9355838e-04 9.9574077e-01]
98000 / 105442 [0.01304631 0.00501079 0.98194283]
99000 / 105442 [0.02145424 0.03571583 0.94282997]
100000 / 105442 [0.04224005 0.07064294 0.887117  ]
101000 / 105442 [0.00361295 0.0011694  0.9952177 ]
102000 / 105442 [0.24177033 0.7496549  0.00857477]
103000 / 105442 [0.00814578 0.00700325 0.98485094]
104000 / 105442 [7.8245375e-04 9.9056762e-01 8.6499825e-03]
105000 / 105442 [0.9201079  0.00777218 0.07211988]
Using cache found in /cis/home/zwang/.cache/torch/hub/pytorch_vision_v0.6.0
epoch=0/60, train loss = 0.136, train_accuracy = 0.870
epoch=0/60, val loss = 0.376, val_accuracy = 0.640
epoch=1/60, train loss = 0.004, train_accuracy = 0.990
epoch=1/60, val loss = 0.111, val_accuracy = 0.860
epoch=2/60, train loss = 0.003, train_accuracy = 1.000
epoch=2/60, val loss = 0.082, val_accuracy = 0.870
epoch=3/60, train loss = 0.001, train_accuracy = 1.000
epoch=3/60, val loss = 0.095, val_accuracy = 0.880
